#1
double InputTDryBul(361, 2)
#time_in_s	TDryBul_raw
2490.0	267.27215576171875
2500.0	273.1499938964844
2510.0	279.0278625488281
2520.0	282.6605529785156
2530.0	282.6605529785156
2540.0	279.0278625488281
2550.0	273.1499938964844
2560.0	267.27215576171875
2570.0	263.6394348144531
2580.0	263.6394348144531
2590.0	267.27215576171875
2600.0	269.9006652832031
2610.0	279.0278625488281
2620.0	282.6605529785156
2630.0	282.6605529785156
2640.0	279.0278625488281
2650.0	273.1499938964844
2660.0	267.27215576171875
2670.0	264.119384765625
2680.0	263.6394348144531
2690.0	267.27215576171875
2700.0	273.1499938964844
2710.0	279.0278625488281
2720.0	282.6605529785156
2730.0	282.6605529785156
2740.0	279.0278625488281
2750.0	273.1499938964844
2760.0	267.27215576171875
2770.0	263.6394348144531
2780.0	263.24334716796875
2790.0	267.27215576171875
2800.0	268.2268371582031
2810.0	279.0278625488281
2820.0	282.6605529785156
2830.0	282.6605529785156
2840.0	279.0278625488281
2850.0	273.1499938964844
2860.0	267.27215576171875
2870.0	263.6394348144531
2880.0	263.6394348144531
2890.0	267.27215576171875
2900.0	273.1499938964844
2910.0	279.0278625488281
2920.0	282.6605529785156
2930.0	282.6605529785156
2940.0	279.0278625488281
2950.0	273.1499938964844
2960.0	267.27215576171875
2970.0	263.6394348144531
2980.0	263.6394348144531
2990.0	267.27215576171875
3000.0	273.1499938964844
3010.0	279.0278625488281
3020.0	282.6605529785156
3030.0	282.6605529785156
3040.0	279.0278625488281
3050.0	273.1499938964844
3060.0	267.27215576171875
3070.0	263.6394348144531
3080.0	263.6394348144531
3090.0	267.27215576171875
3100.0	273.1499938964844
3110.0	279.0278625488281
3120.0	282.6605529785156
3130.0	282.6605529785156
3140.0	279.0278625488281
3150.0	273.1499938964844
3160.0	267.27215576171875
3170.0	263.6394348144531
3180.0	263.6394348144531
3190.0	267.27215576171875
3200.0	273.1499938964844
3210.0	279.0278625488281
3220.0	282.6605529785156
3230.0	282.6605529785156
3240.0	279.0278625488281
3250.0	273.1499938964844
3260.0	267.27215576171875
3270.0	263.6394348144531
3280.0	263.6394348144531
3290.0	267.27215576171875
3300.0	273.1499938964844
3310.0	279.0278625488281
3320.0	282.6605529785156
3330.0	282.6605529785156
3340.0	280.5401611328125
3350.0	273.1499938964844
3360.0	267.27215576171875
3370.0	263.6394348144531
3380.0	263.6394348144531
3390.0	267.27215576171875
3400.0	273.1499938964844
3410.0	279.0278625488281
3420.0	282.6605529785156
3430.0	282.6605529785156
3440.0	279.0278625488281
3450.0	273.1499938964844
3460.0	267.27215576171875
3470.0	263.6394348144531
3480.0	263.6394348144531
3490.0	267.27215576171875
3500.0	273.1499938964844
3510.0	279.0278625488281
3520.0	282.6605529785156
3530.0	282.6605529785156
3540.0	279.0278625488281
3550.0	273.1499938964844
3560.0	267.27215576171875
3570.0	264.08721923828125
3580.0	263.6394348144531
3590.0	267.27215576171875
3600.0	270.0677490234375
